Account,trade_date,total_daily_pnl,num_trades,wins,avg_size_used,avg_fee,win_rate,value,sentiment_class
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,6899.2458320000005,56,56,1317.0667857142857,0.46097271428571424,1.0,72.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,0.0,46,0,1602.9452173913044,0.02539467913043478,0.0,72.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-30,7372.485101,55,55,1474.6896363636365,0.5161406363636364,1.0,70.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,1162.002541,78,25,2094.719358974359,0.3833807535897436,0.32051282051282054,68.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,6352.452613,517,233,2792.42166344294,0.9424699004255319,0.4506769825918762,60.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-11,-12346.990829,124,0,612.1092741935485,0.21423766935483873,0.0,47.0,Neutral
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-12,355.5854,159,127,2687.4032704402516,0.9405905849056603,0.7987421383647799,46.0,Neutral
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-24,1129.8489260000001,160,52,1641.2224999999999,0.2137232920625,0.325,49.0,Neutral
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-25,-6820.76955,1,0,82910.81,29.018782,0.0,25.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-28,0.0,52,0,1462.824423076923,0.026023482307692306,0.0,16.0,Extreme Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-03,2480.902379,110,50,1999.099181818182,0.48642267927272725,0.45454545454545453,33.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-04,-3169.3554679999997,65,0,1756.5103076923076,0.3181134329230769,0.0,15.0,Extreme Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-07,0.0,37,0,1499.4978378378378,0.03413309972972973,0.0,34.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-08,2099.019688,47,47,1225.1170212765958,0.42879044680851064,1.0,28.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-09,656.540742,65,57,2676.518153846154,0.3402282333846154,0.8769230769230769,27.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-10,-1065.797583,53,51,3326.2756603773582,0.778489678490566,0.9622641509433962,20.0,Extreme Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-12,1591.753271,53,52,2184.328113207547,0.3954918490566038,0.9811320754716981,34.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-13,-2315.377191,27,0,4259.311481481482,0.7506783318518517,0.0,45.0,Neutral
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-28,0.0,42,0,1460.115,0.03677421261904762,0.0,44.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-29,-5018.466447,97,0,580.479381443299,0.20316720618556702,0.0,26.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-31,716.143949,155,83,730.8744516129032,0.13501698077419355,0.535483870967742,34.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-03,0.0,1,0,54768.6,0.456405,0.0,25.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-15,0.0,1,0,16.37,0.00035346,0.0,38.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-16,-95.985744,88,1,780.4484090909092,0.2731563409090909,0.011363636363636364,29.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-17,-133.41237,125,20,730.92608,0.255823608,0.16,30.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-18,951.934443,689,301,766.7829027576198,0.1877069588824383,0.43686502177068215,33.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-19,371.503,411,297,552.0850851581508,0.12413788683698296,0.7226277372262774,32.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-20,-1892.58947,603,249,963.6022222222223,0.1987989823548922,0.4129353233830846,37.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-21,3434.689308,97,97,887.6931958762888,0.3106920412371134,1.0,39.0,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-23,2654.14315,568,336,2593.2515492957746,0.3485265176056338,0.5915492957746479,72.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-24,1867.252909,680,333,1679.7829852941175,0.2766250705882353,0.48970588235294116,63.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-25,1969.39321,330,40,3782.839757575757,0.5970806766060607,0.12121212121212122,60.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-26,-4648.8710550000005,338,0,284.5678402366864,0.050047639053254434,0.0,65.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-27,0.0,67,0,1435.3307462686569,0.003987029850746269,0.0,61.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-30,5179.772745,83,83,1221.0467469879518,0.3663135421686747,1.0,56.0,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-05-01,1243.853569,250,81,815.50576,0.1241219668,0.324,53.0,Neutral
0x271b280974205ca63b716753467d5a371de622ab,2024-07-15,-1.0,5,0,6070.2,2.0395864,0.0,52.0,Neutral
0x271b280974205ca63b716753467d5a371de622ab,2024-11-29,1584.342755,1,1,1584.35,0.53234,1.0,78.0,Extreme Greed
0x271b280974205ca63b716753467d5a371de622ab,2024-12-05,208.81746,4,3,39530.9875,8.53242775,0.75,84.0,Extreme Greed
0x271b280974205ca63b716753467d5a371de622ab,2025-04-09,16706.884912,797,300,6131.710464240904,1.4819763299874529,0.37641154328732745,18.0,Extreme Fear
0x271b280974205ca63b716753467d5a371de622ab,2025-04-10,13264.043303999999,339,189,21898.95651917404,7.265669383480826,0.5575221238938053,39.0,Fear
0x271b280974205ca63b716753467d5a371de622ab,2025-04-19,5942.547242,313,40,8678.024504792333,2.3005792747603833,0.12779552715654952,32.0,Fear
0x271b280974205ca63b716753467d5a371de622ab,2025-04-20,8277.307357,863,424,3079.8473348783314,0.7134004252607185,0.49130938586326767,37.0,Fear
0x271b280974205ca63b716753467d5a371de622ab,2025-04-21,2638.012587,353,61,1965.9329745042492,0.3343750849858357,0.17280453257790368,39.0,Fear
0x271b280974205ca63b716753467d5a371de622ab,2025-04-22,-19037.340561,594,0,8110.89095959596,2.3196222525252526,0.0,47.0,Neutral
0x271b280974205ca63b716753467d5a371de622ab,2025-04-23,-108176.9187,469,66,20030.785479744136,5.302883936034115,0.14072494669509594,72.0,Greed
0x271b280974205ca63b716753467d5a371de622ab,2025-04-24,8157.112326,70,66,15603.565285714287,3.9033906000000003,0.9428571428571428,63.0,Greed
0x271b280974205ca63b716753467d5a371de622ab,2025-04-25,0.0,1,0,0.17,0.0,0.0,60.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,159.100072,93,16,373.7049462365591,0.11041802150537636,0.17204301075268819,86.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,161.289904,95,34,353.5228421052631,0.1079118842105263,0.35789473684210527,90.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,147.410285,162,67,666.941975308642,0.23127040740740742,0.41358024691358025,83.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,233.36546,213,104,895.9638028169014,0.3136932535211268,0.48826291079812206,90.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,-316.245208,407,141,2149.553218673219,0.7329540909090909,0.3464373464373464,83.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,780.001314,446,156,729.007130044843,0.2503339955156951,0.34977578475336324,82.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,141.21958999999998,433,135,422.0099076212471,0.1436539284064665,0.3117782909930716,94.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,673.6312,156,63,333.45923076923077,0.11394887820512821,0.40384615384615385,93.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,108.321127,69,29,200.7391304347826,0.06478034782608696,0.42028985507246375,80.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,464.281002,225,95,324.3673333333333,0.10867223555555557,0.4222222222222222,82.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,-508.290641,217,76,1012.5778341013826,0.3480340599078341,0.35023041474654376,79.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,193.66415899999998,169,74,1110.83224852071,0.37136686982248523,0.4378698224852071,75.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,165.532644,207,78,946.0768115942029,0.3250520917874396,0.37681159420289856,77.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,9551.73423,206,92,388.948786407767,0.14181302791262138,0.44660194174757284,78.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,5590.528248,154,71,315.52253246753247,0.11540693584415583,0.461038961038961,84.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,4458.25495,193,97,247.12725388601035,0.08344802813471502,0.5025906735751295,81.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,1283.846047,140,73,140.36935714285713,0.04506769457142857,0.5214285714285715,80.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,1190.358719,78,37,92.37217948717948,0.03824139743589744,0.47435897435897434,76.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,9066.169646,112,60,165.78285714285715,0.06453334133928572,0.5357142857142857,78.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,14685.787664,98,48,259.2459183673469,0.09516680530612245,0.4897959183673469,84.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,389.176232,69,16,129.80536231884057,0.04213746376811594,0.2318840579710145,72.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,4008.012049,86,36,159.67825581395348,0.04265406697674419,0.4186046511627907,75.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,554.009942,102,43,77.67176470588235,0.027584586666666668,0.4215686274509804,79.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,768.430838,213,126,88.1318309859155,0.03188798314553991,0.5915492957746479,78.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,980.557461,157,106,119.62222929936306,0.03704529643312102,0.6751592356687898,78.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-11,1582.001112,93,32,124.41204301075268,0.044312075268817204,0.34408602150537637,74.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,5806.86932,147,82,150.14530612244897,0.047611308979591836,0.5578231292517006,83.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-13,1522.284412,155,71,88.59193548387097,0.040318781419354834,0.45806451612903226,76.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-14,13281.73126,154,119,187.5361038961039,0.064015512987013,0.7727272727272727,83.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-15,5389.96219,137,68,125.00722627737227,0.04766361605839416,0.49635036496350365,80.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-16,13190.248859,230,154,131.2383043478261,0.07363882430434782,0.6695652173913044,83.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-17,4454.939378,181,78,112.67668508287292,0.03705232226519337,0.430939226519337,87.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-18,3624.489655,191,80,124.92068062827224,0.03716406387434555,0.418848167539267,81.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-19,1525.329937,204,80,197.00485294117647,0.06786303715686275,0.39215686274509803,75.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-20,7812.716373,194,111,289.6046907216495,0.10388827139175258,0.5721649484536082,74.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-21,7465.899936,107,54,215.33785046728974,0.07641891570093458,0.5046728971962616,73.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-22,1174.025529,79,41,174.83481012658228,0.06049524443037975,0.5189873417721519,73.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-23,122.889996,95,29,212.30473684210526,0.07776153168421053,0.30526315789473685,70.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-24,1555.956456,48,15,282.42354166666667,0.08272185354166667,0.3125,73.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-25,1530.919365,66,30,284.1157575757576,0.10182130227272727,0.45454545454545453,73.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-26,101.860928,84,28,223.8904761904762,0.0756806094047619,0.3333333333333333,79.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-27,388.366016,73,26,221.81794520547948,0.08068506,0.3561643835616438,74.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-28,506.512551,63,23,166.3415873015873,0.05758069634920635,0.36507936507936506,72.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-29,115.51218300000001,34,17,140.99176470588236,0.04924379382352941,0.5,73.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-30,255.808312,125,42,455.63544,0.12751833896,0.336,65.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-31,496.221792,107,32,1121.107570093458,0.34668068588785045,0.29906542056074764,64.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-01,109.82694000000001,59,21,263.3476271186441,0.07130230983050848,0.3559322033898305,66.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-02,416.546688,101,46,217.69336633663366,0.07639491089108912,0.45544554455445546,70.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-03,250.581483,69,36,217.15115942028987,0.07561736144927536,0.5217391304347826,74.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-04,232.66549799999999,81,40,156.68296296296296,0.054952098765432104,0.49382716049382713,73.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-05,87.752181,82,44,101.1840243902439,0.03541392682926829,0.5365853658536586,72.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-06,114.68421000000001,80,21,82.075375,0.0272598,0.2625,76.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-07,267.846227,103,72,103.70087378640777,0.03730315844660194,0.6990291262135923,78.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-08,651.469355,149,85,489.99302013422823,0.1719768709395973,0.5704697986577181,70.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-09,571.688942,103,49,728.4078640776698,0.2585338923300971,0.47572815533980584,69.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-10,401.706348,84,37,522.1204761904762,0.15398165476190476,0.44047619047619047,50.0,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-11,157.228232,37,16,484.2756756756757,0.16949613513513515,0.43243243243243246,69.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-12,274.773033,63,39,446.3861904761905,0.1516171188888889,0.6190476190476191,62.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-13,53.846609,61,19,561.3780327868852,0.17543305524590164,0.3114754098360656,61.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-14,894.564828,42,34,995.6730952380951,0.2776154761904762,0.8095238095238095,63.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-15,55.137803,19,8,240.01052631578946,0.06752984105263157,0.42105263157894735,70.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-16,238.995461,87,28,136.35540229885058,0.0492726091954023,0.3218390804597701,75.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-17,168.92152,70,35,118.53914285714285,0.04199828571428572,0.5,75.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-18,594.135892,259,105,195.20691119691122,0.0606788432046332,0.40540540540540543,77.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-19,102.504343,184,79,155.71684782608696,0.052017794836956524,0.42934782608695654,77.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-20,608.885905,169,69,169.7668047337278,0.06684638218934912,0.40828402366863903,76.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-21,428.3738,94,46,262.3486170212766,0.10599738212765958,0.48936170212765956,76.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-22,589.467131,112,51,120.82616071428572,0.04259640107142858,0.45535714285714285,84.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-23,229.609892,122,57,128.88065573770493,0.04088873663934427,0.4672131147540984,75.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-24,347.22838,120,60,145.0465,0.053880391,0.5,75.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-25,124.70498799999999,118,47,241.47220338983053,0.09328298186440678,0.3983050847457627,75.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-26,273.211119,106,48,334.20924528301884,0.10739085849056604,0.4528301886792453,73.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-27,838.930696,268,114,1223.7995522388057,0.44062005354477607,0.4253731343283582,71.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-28,1019.55769,151,75,624.2161589403973,0.21329162894039735,0.4966887417218543,72.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-29,152.618804,42,21,340.8880952380952,0.11337078571428572,0.5,72.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-30,1234.2072,86,55,394.06465116279065,0.1403414176744186,0.6395348837209303,70.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-31,755.916254,49,38,374.2630612244898,0.1309915918367347,0.7755102040816326,76.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-01,3.536668000000001,51,21,1057.5154901960784,0.36990150941176475,0.4117647058823529,68.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-02,-1416.906536,91,5,1328.6620879120878,0.3882103945054945,0.054945054945054944,60.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-03,439.634046,75,45,1251.5914666666667,0.26239501,0.6,44.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-04,1291.500575,48,17,1139.6597916666667,0.24322943708333333,0.3541666666666667,72.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-05,696.8107239999999,83,37,912.4063855421687,0.2720778554216867,0.4457831325301205,54.0,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-06,358.877096,45,17,1453.7044444444446,0.2851007217777778,0.37777777777777777,49.0,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-07,932.4458159999999,54,36,596.832037037037,0.1656863498148148,0.6666666666666666,44.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-08,0.0,32,0,630.2528125,0.20379603875,0.0,44.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-09,31.14195,17,11,685.0323529411764,0.23976094117647057,0.6470588235294118,46.0,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-10,436.833818,43,29,1075.9925581395348,0.26335101093023255,0.6744186046511628,43.0,Fear
